Partner Country,Unit,region,subregion,quarter,year,value
Malaysia,USD,Asia,southeast asia,Q1,2013,1036486
Malaysia,USD,Asia,southeast asia,Q2,2013,798964
Malaysia,USD,Asia,southeast asia,Q3,2013,765083
Malaysia,USD,Asia,southeast asia,Q4,2013,332549
Malaysia,USD,Asia,southeast asia,Q1,2014,1808935
Malaysia,USD,Asia,southeast asia,Q2,2014,6377084
Malaysia,USD,Asia,southeast asia,Q3,2014,7624939
Malaysia,USD,Asia,southeast asia,Q4,2014,6922233
Malaysia,USD,Asia,southeast asia,Q1,2015,6509917
Malaysia,USD,Asia,southeast asia,Q2,2015,3883388
Malaysia,USD,Asia,southeast asia,Q3,2015,2016342
Malaysia,USD,Asia,southeast asia,Q4,2015,1090378
Malaysia,USD,Asia,southeast asia,Q1,2016,1188528
Malaysia,USD,Asia,southeast asia,Q2,2016,964768
Malaysia,USD,Asia,southeast asia,Q3,2016,1425619
Malaysia,USD,Asia,southeast asia,Q4,2016,1216688
Malaysia,USD,Asia,southeast asia,Q1,2017,734586
Maldives,USD,Asia,other asia,Q1,2009,0
Maldives,USD,Asia,other asia,Q2,2009,0
Maldives,USD,Asia,other asia,Q3,2009,0
Maldives,USD,Asia,other asia,Q4,2009,0
Maldives,USD,Asia,other asia,Q1,2010,0
Maldives,USD,Asia,other asia,Q2,2010,0
Maldives,USD,Asia,other asia,Q3,2010,0
Maldives,USD,Asia,other asia,Q4,2010,0
Maldives,USD,Asia,other asia,Q1,2011,0
Maldives,USD,Asia,other asia,Q2,2011,17653
Maldives,USD,Asia,other asia,Q3,2011,0
Maldives,USD,Asia,other asia,Q4,2011,0
Maldives,USD,Asia,other asia,Q1,2012,0
Maldives,USD,Asia,other asia,Q2,2012,0
Maldives,USD,Asia,other asia,Q3,2012,0
Maldives,USD,Asia,other asia,Q4,2012,0
Maldives,USD,Asia,other asia,Q1,2013,0
Maldives,USD,Asia,other asia,Q2,2013,0
Maldives,USD,Asia,other asia,Q3,2013,0
Maldives,USD,Asia,other asia,Q4,2013,0
Maldives,USD,Asia,other asia,Q1,2014,0
Maldives,USD,Asia,other asia,Q2,2014,0
Maldives,USD,Asia,other asia,Q3,2014,0
Maldives,USD,Asia,other asia,Q4,2014,0
Maldives,USD,Asia,other asia,Q1,2015,0
Maldives,USD,Asia,other asia,Q2,2015,0
Maldives,USD,Asia,other asia,Q3,2015,0
Maldives,USD,Asia,other asia,Q4,2015,0
Maldives,USD,Asia,other asia,Q1,2016,0
Maldives,USD,Asia,other asia,Q2,2016,0
Maldives,USD,Asia,other asia,Q3,2016,0
Maldives,USD,Asia,other asia,Q4,2016,0
Maldives,USD,Asia,other asia,Q1,2017,0
Mali,USD,Africa,west africa,Q1,2009,12049
Mali,USD,Africa,west africa,Q2,2009,0
Mali,USD,Africa,west africa,Q3,2009,0
Mali,USD,Africa,west africa,Q4,2009,0
Mali,USD,Africa,west africa,Q1,2010,0
Mali,USD,Africa,west africa,Q2,2010,0
Mali,USD,Africa,west africa,Q3,2010,13458
Mali,USD,Africa,west africa,Q4,2010,0
Mali,USD,Africa,west africa,Q1,2011,0
Mali,USD,Africa,west africa,Q2,2011,0
Mali,USD,Africa,west africa,Q3,2011,0
Mali,USD,Africa,west africa,Q4,2011,6885
Mali,USD,Africa,west africa,Q1,2012,31200
Mali,USD,Africa,west africa,Q2,2012,9027
Mali,USD,Africa,west africa,Q3,2012,14193
Mali,USD,Africa,west africa,Q4,2012,44547
Mali,USD,Africa,west africa,Q1,2013,26691
Mali,USD,Africa,west africa,Q2,2013,43560
Mali,USD,Africa,west africa,Q3,2013,74623
Mali,USD,Africa,west africa,Q4,2013,180927
Mali,USD,Africa,west africa,Q1,2014,351089
Mali,USD,Africa,west africa,Q2,2014,382817
Mali,USD,Africa,west africa,Q3,2014,443972
Mali,USD,Africa,west africa,Q4,2014,586704
Mali,USD,Africa,west africa,Q1,2015,1058133
Mali,USD,Africa,west africa,Q2,2015,1500722
Mali,USD,Africa,west africa,Q3,2015,1240301
Mali,USD,Africa,west africa,Q4,2015,1263483
Mali,USD,Africa,west africa,Q1,2016,386807
Mali,USD,Africa,west africa,Q2,2016,1021237
Mali,USD,Africa,west africa,Q3,2016,3016069
Mali,USD,Africa,west africa,Q4,2016,24517
Mali,USD,Africa,west africa,Q1,2017,3608998
Mexico,USD,Latin America,0,Q1,2009,44881
Mexico,USD,Latin America,0,Q2,2009,80173
Mexico,USD,Latin America,0,Q3,2009,20432
Mexico,USD,Latin America,0,Q4,2009,37621
Mexico,USD,Latin America,0,Q1,2010,109448
Mexico,USD,Latin America,0,Q2,2010,79709
Mexico,USD,Latin America,0,Q3,2010,359205
Mexico,USD,Latin America,0,Q4,2010,285978
Mexico,USD,Latin America,0,Q1,2011,385959
Mexico,USD,Latin America,0,Q2,2011,939994
Mexico,USD,Latin America,0,Q3,2011,2324548
Mexico,USD,Latin America,0,Q4,2011,1791517
Mexico,USD,Latin America,0,Q1,2012,2678178
Mexico,USD,Latin America,0,Q2,2012,4249107
Mexico,USD,Latin America,0,Q3,2012,2906049
Mexico,USD,Latin America,0,Q4,2012,1191663
Mexico,USD,Latin America,0,Q1,2013,616944
Mexico,USD,Latin America,0,Q2,2013,894383
Mexico,USD,Latin America,0,Q3,2013,1174671
Mexico,USD,Latin America,0,Q4,2013,2547708
Mexico,USD,Latin America,0,Q1,2014,1932628
Mexico,USD,Latin America,0,Q2,2014,2330974
Mexico,USD,Latin America,0,Q3,2014,496238
Mexico,USD,Latin America,0,Q4,2014,1452216
Mexico,USD,Latin America,0,Q1,2015,820637
Mexico,USD,Latin America,0,Q2,2015,1293536
Mexico,USD,Latin America,0,Q3,2015,2163410
Mexico,USD,Latin America,0,Q4,2015,742509
Mexico,USD,Latin America,0,Q1,2016,203529
Mexico,USD,Latin America,0,Q2,2016,230699
Mexico,USD,Latin America,0,Q3,2016,235056
Mexico,USD,Latin America,0,Q4,2016,0
Mexico,USD,Latin America,0,Q1,2017,0
Mozambique,USD,Africa,other africa,Q1,2009,283478
Mozambique,USD,Africa,other africa,Q2,2009,250229
Mozambique,USD,Africa,other africa,Q3,2009,875510
Mozambique,USD,Africa,other africa,Q4,2009,2078425
Mozambique,USD,Africa,other africa,Q1,2010,3105050
Mozambique,USD,Africa,other africa,Q2,2010,1268912
Mozambique,USD,Africa,other africa,Q3,2010,4421216
Mozambique,USD,Africa,other africa,Q4,2010,8576553
Mozambique,USD,Africa,other africa,Q1,2011,3978239
Mozambique,USD,Africa,other africa,Q2,2011,2376236
Mozambique,USD,Africa,other africa,Q3,2011,6198519
Mozambique,USD,Africa,other africa,Q4,2011,8005017
Mozambique,USD,Africa,other africa,Q1,2012,8898733
Mozambique,USD,Africa,other africa,Q2,2012,2186081
Mozambique,USD,Africa,other africa,Q3,2012,4760569
Mozambique,USD,Africa,other africa,Q4,2012,5637957
Mozambique,USD,Africa,other africa,Q1,2013,6427089
Mozambique,USD,Africa,other africa,Q2,2013,1321517
Mozambique,USD,Africa,other africa,Q3,2013,3117458
Mozambique,USD,Africa,other africa,Q4,2013,7802774
Mozambique,USD,Africa,other africa,Q1,2014,21530970
Mozambique,USD,Africa,other africa,Q2,2014,11079379
Mozambique,USD,Africa,other africa,Q3,2014,10408550
Mozambique,USD,Africa,other africa,Q4,2014,13616725
Mozambique,USD,Africa,other africa,Q1,2015,11628985
Mozambique,USD,Africa,other africa,Q2,2015,1627696
Mozambique,USD,Africa,other africa,Q3,2015,2792152
Mozambique,USD,Africa,other africa,Q4,2015,2932058
Mozambique,USD,Africa,other africa,Q1,2016,4807382
Mozambique,USD,Africa,other africa,Q2,2016,685680
Mozambique,USD,Africa,other africa,Q3,2016,1347003
Mozambique,USD,Africa,other africa,Q4,2016,3903345
Mozambique,USD,Africa,other africa,Q1,2017,4281242
Myanmar,USD,Asia,southeast asia,Q1,2009,4892434
Myanmar,USD,Asia,southeast asia,Q2,2009,12998396
Myanmar,USD,Asia,southeast asia,Q3,2009,17162950
Myanmar,USD,Asia,southeast asia,Q4,2009,12655843
Myanmar,USD,Asia,southeast asia,Q1,2010,8286709
Myanmar,USD,Asia,southeast asia,Q2,2010,18825105
Myanmar,USD,Asia,southeast asia,Q3,2010,12217754
Myanmar,USD,Asia,southeast asia,Q4,2010,16787165
Myanmar,USD,Asia,southeast asia,Q1,2011,17057705
Myanmar,USD,Asia,southeast asia,Q2,2011,23600394
Myanmar,USD,Asia,southeast asia,Q3,2011,18917175
Myanmar,USD,Asia,southeast asia,Q4,2011,13528933
Myanmar,USD,Asia,southeast asia,Q1,2012,22330526
Myanmar,USD,Asia,southeast asia,Q2,2012,33594174
Myanmar,USD,Asia,southeast asia,Q3,2012,26059314
Myanmar,USD,Asia,southeast asia,Q4,2012,20652635
Myanmar,USD,Asia,southeast asia,Q1,2013,77169477
Myanmar,USD,Asia,southeast asia,Q2,2013,174700877
Myanmar,USD,Asia,southeast asia,Q3,2013,12792116
Myanmar,USD,Asia,southeast asia,Q4,2013,59547469
Myanmar,USD,Asia,southeast asia,Q1,2014,177875403
Myanmar,USD,Asia,southeast asia,Q2,2014,154343663
Myanmar,USD,Asia,southeast asia,Q3,2014,40506280
Myanmar,USD,Asia,southeast asia,Q4,2014,29951679
Myanmar,USD,Asia,southeast asia,Q1,2015,28663426
Myanmar,USD,Asia,southeast asia,Q2,2015,29836918
Myanmar,USD,Asia,southeast asia,Q3,2015,38561186
Myanmar,USD,Asia,southeast asia,Q4,2015,3017787
Myanmar,USD,Asia,southeast asia,Q1,2016,5920591
Myanmar,USD,Asia,southeast asia,Q2,2016,6933063
Myanmar,USD,Asia,southeast asia,Q3,2016,13642460
Myanmar,USD,Asia,southeast asia,Q4,2016,111855758
Myanmar,USD,Asia,southeast asia,Q1,2017,5947495
Namibia,USD,Africa,other africa,Q1,2009,0
Namibia,USD,Africa,other africa,Q2,2009,0
Namibia,USD,Africa,other africa,Q3,2009,0
Namibia,USD,Africa,other africa,Q4,2009,0
Namibia,USD,Africa,other africa,Q1,2010,0
Namibia,USD,Africa,other africa,Q2,2010,0
Namibia,USD,Africa,other africa,Q3,2010,0
Namibia,USD,Africa,other africa,Q4,2010,0
Namibia,USD,Africa,other africa,Q1,2011,0
Namibia,USD,Africa,other africa,Q2,2011,0
Namibia,USD,Africa,other africa,Q3,2011,0
Namibia,USD,Africa,other africa,Q4,2011,0
Namibia,USD,Africa,other africa,Q1,2012,0
Namibia,USD,Africa,other africa,Q2,2012,0
Namibia,USD,Africa,other africa,Q3,2012,0
Namibia,USD,Africa,other africa,Q4,2012,0
Namibia,USD,Africa,other africa,Q1,2013,0
Namibia,USD,Africa,other africa,Q2,2013,0
Namibia,USD,Africa,other africa,Q3,2013,0
Namibia,USD,Africa,other africa,Q4,2013,0
Namibia,USD,Africa,other africa,Q1,2014,0
Namibia,USD,Africa,other africa,Q2,2014,0
Namibia,USD,Africa,other africa,Q3,2014,0
Namibia,USD,Africa,other africa,Q4,2014,0
Namibia,USD,Africa,other africa,Q1,2015,0
Namibia,USD,Africa,other africa,Q2,2015,0
Namibia,USD,Africa,other africa,Q3,2015,0
Namibia,USD,Africa,other africa,Q4,2015,0
Namibia,USD,Africa,other africa,Q1,2016,0
Namibia,USD,Africa,other africa,Q2,2016,0
Namibia,USD,Africa,other africa,Q3,2016,0
Namibia,USD,Africa,other africa,Q4,2016,20520
Namibia,USD,Africa,other africa,Q1,2017,29400
Nepal,USD,Asia,south asia,Q1,2009,0
Nepal,USD,Asia,south asia,Q2,2009,0
Nepal,USD,Asia,south asia,Q3,2009,0
Nepal,USD,Asia,south asia,Q4,2009,0
Nepal,USD,Asia,south asia,Q1,2010,0
Nepal,USD,Asia,south asia,Q2,2010,0
Nepal,USD,Asia,south asia,Q3,2010,0
Nepal,USD,Asia,south asia,Q4,2010,0
Nepal,USD,Asia,south asia,Q1,2011,0
Nepal,USD,Asia,south asia,Q2,2011,30600
Nepal,USD,Asia,south asia,Q3,2011,108800
Nepal,USD,Asia,south asia,Q4,2011,113550
Nepal,USD,Asia,south asia,Q1,2012,23100
Nepal,USD,Asia,south asia,Q2,2012,254500
Nepal,USD,Asia,south asia,Q3,2012,281580
Nepal,USD,Asia,south asia,Q4,2012,521876
Nepal,USD,Asia,south asia,Q1,2013,136080
Nepal,USD,Asia,south asia,Q2,2013,188406
Nepal,USD,Asia,south asia,Q3,2013,136320
Nepal,USD,Asia,south asia,Q4,2013,424000
Nepal,USD,Asia,south asia,Q1,2014,0
Nepal,USD,Asia,south asia,Q2,2014,0
Nepal,USD,Asia,south asia,Q3,2014,65011
Nepal,USD,Asia,south asia,Q4,2014,121902
Nepal,USD,Asia,south asia,Q1,2015,0
Nepal,USD,Asia,south asia,Q2,2015,0
Nepal,USD,Asia,south asia,Q3,2015,0
Nepal,USD,Asia,south asia,Q4,2015,0
Nepal,USD,Asia,south asia,Q1,2016,0
Nepal,USD,Asia,south asia,Q2,2016,0
Nepal,USD,Asia,south asia,Q3,2016,0
Nepal,USD,Asia,south asia,Q4,2016,0
Nepal,USD,Asia,south asia,Q1,2017,0
Nicaragua,USD,Latin America,0,Q1,2009,22542
Nicaragua,USD,Latin America,0,Q2,2009,55245
Nicaragua,USD,Latin America,0,Q3,2009,122692
Nicaragua,USD,Latin America,0,Q4,2009,148199
Nicaragua,USD,Latin America,0,Q1,2010,102176
Nicaragua,USD,Latin America,0,Q2,2010,41347
Nicaragua,USD,Latin America,0,Q3,2010,153786
Nicaragua,USD,Latin America,0,Q4,2010,505700
Nicaragua,USD,Latin America,0,Q1,2011,641216
Nicaragua,USD,Latin America,0,Q2,2011,1372232
Nicaragua,USD,Latin America,0,Q3,2011,2344886
Nicaragua,USD,Latin America,0,Q4,2011,5202675
Nicaragua,USD,Latin America,0,Q1,2012,16975185
Nicaragua,USD,Latin America,0,Q2,2012,25276111
Nicaragua,USD,Latin America,0,Q3,2012,27238703
Nicaragua,USD,Latin America,0,Q4,2012,32713676
Nicaragua,USD,Latin America,0,Q1,2013,44317076
Nicaragua,USD,Latin America,0,Q2,2013,25921816
Nicaragua,USD,Latin America,0,Q3,2013,220477
Nicaragua,USD,Latin America,0,Q4,2013,195115
Nicaragua,USD,Latin America,0,Q1,2014,2117665
Nicaragua,USD,Latin America,0,Q2,2014,1944215
Nicaragua,USD,Latin America,0,Q3,2014,1224931
Nicaragua,USD,Latin America,0,Q4,2014,1716748
Nicaragua,USD,Latin America,0,Q1,2015,2362011
Nicaragua,USD,Latin America,0,Q2,2015,1355351
Nicaragua,USD,Latin America,0,Q3,2015,1179603
Nicaragua,USD,Latin America,0,Q4,2015,939145
Nicaragua,USD,Latin America,0,Q1,2016,1217499
Nicaragua,USD,Latin America,0,Q2,2016,519006
Nicaragua,USD,Latin America,0,Q3,2016,338769
Nicaragua,USD,Latin America,0,Q4,2016,1313032
Nicaragua,USD,Latin America,0,Q1,2017,809439
Nigeria,USD,Africa,west africa,Q1,2009,0
Nigeria,USD,Africa,west africa,Q2,2009,0
Nigeria,USD,Africa,west africa,Q3,2009,0
Nigeria,USD,Africa,west africa,Q4,2009,0
Nigeria,USD,Africa,west africa,Q1,2010,0
Nigeria,USD,Africa,west africa,Q2,2010,23270
Nigeria,USD,Africa,west africa,Q3,2010,0
Nigeria,USD,Africa,west africa,Q4,2010,0
Nigeria,USD,Africa,west africa,Q1,2011,0
Nigeria,USD,Africa,west africa,Q2,2011,0
Nigeria,USD,Africa,west africa,Q3,2011,0
Nigeria,USD,Africa,west africa,Q4,2011,0
Nigeria,USD,Africa,west africa,Q1,2012,27013
Nigeria,USD,Africa,west africa,Q2,2012,56493
Nigeria,USD,Africa,west africa,Q3,2012,209195
Nigeria,USD,Africa,west africa,Q4,2012,177626
Nigeria,USD,Africa,west africa,Q1,2013,496833
Nigeria,USD,Africa,west africa,Q2,2013,1078591
Nigeria,USD,Africa,west africa,Q3,2013,5833365
Nigeria,USD,Africa,west africa,Q4,2013,9322731
Nigeria,USD,Africa,west africa,Q1,2014,21184897
Nigeria,USD,Africa,west africa,Q2,2014,33255898
Nigeria,USD,Africa,west africa,Q3,2014,58576965
Nigeria,USD,Africa,west africa,Q4,2014,44620145
Nigeria,USD,Africa,west africa,Q1,2015,27765168
Nigeria,USD,Africa,west africa,Q2,2015,29672150
Nigeria,USD,Africa,west africa,Q3,2015,72006831
Nigeria,USD,Africa,west africa,Q4,2015,18796297
Nigeria,USD,Africa,west africa,Q1,2016,30657727
Nigeria,USD,Africa,west africa,Q2,2016,65017896
Nigeria,USD,Africa,west africa,Q3,2016,37180427
Nigeria,USD,Africa,west africa,Q4,2016,26493904
Nigeria,USD,Africa,west africa,Q1,2017,100526100
Pakistan,USD,Asia,south asia,Q1,2009,0
Pakistan,USD,Asia,south asia,Q2,2009,9515
Pakistan,USD,Asia,south asia,Q3,2009,37050
Pakistan,USD,Asia,south asia,Q4,2009,0
Pakistan,USD,Asia,south asia,Q1,2010,0
Pakistan,USD,Asia,south asia,Q2,2010,0
Pakistan,USD,Asia,south asia,Q3,2010,0
Pakistan,USD,Asia,south asia,Q4,2010,0
Pakistan,USD,Asia,south asia,Q1,2011,0
Pakistan,USD,Asia,south asia,Q2,2011,0
Pakistan,USD,Asia,south asia,Q3,2011,0
Pakistan,USD,Asia,south asia,Q4,2011,0
Pakistan,USD,Asia,south asia,Q1,2012,0
Pakistan,USD,Asia,south asia,Q2,2012,0
Pakistan,USD,Asia,south asia,Q3,2012,59455
Pakistan,USD,Asia,south asia,Q4,2012,41643
Pakistan,USD,Asia,south asia,Q1,2013,52638
Pakistan,USD,Asia,south asia,Q2,2013,41726
Pakistan,USD,Asia,south asia,Q3,2013,254700
Pakistan,USD,Asia,south asia,Q4,2013,204791
Pakistan,USD,Asia,south asia,Q1,2014,451732
Pakistan,USD,Asia,south asia,Q2,2014,343698
Pakistan,USD,Asia,south asia,Q3,2014,0
Pakistan,USD,Asia,south asia,Q4,2014,0
Pakistan,USD,Asia,south asia,Q1,2015,0
Pakistan,USD,Asia,south asia,Q2,2015,0
Pakistan,USD,Asia,south asia,Q3,2015,0
Pakistan,USD,Asia,south asia,Q4,2015,0
Pakistan,USD,Asia,south asia,Q1,2016,0
Pakistan,USD,Asia,south asia,Q2,2016,0
Pakistan,USD,Asia,south asia,Q3,2016,0
Pakistan,USD,Asia,south asia,Q4,2016,0
Pakistan,USD,Asia,south asia,Q1,2017,0
Palau,USD,Oceania,0,Q1,2009,0
Palau,USD,Oceania,0,Q2,2009,0
Palau,USD,Oceania,0,Q3,2009,0
Palau,USD,Oceania,0,Q4,2009,0
Palau,USD,Oceania,0,Q1,2010,0
Palau,USD,Oceania,0,Q2,2010,0
Palau,USD,Oceania,0,Q3,2010,0
Palau,USD,Oceania,0,Q4,2010,0
Palau,USD,Oceania,0,Q1,2011,0
Palau,USD,Oceania,0,Q2,2011,0
Palau,USD,Oceania,0,Q3,2011,0
Palau,USD,Oceania,0,Q4,2011,0
Palau,USD,Oceania,0,Q1,2012,14536
Palau,USD,Oceania,0,Q2,2012,13532
Palau,USD,Oceania,0,Q3,2012,0
Palau,USD,Oceania,0,Q4,2012,0
Palau,USD,Oceania,0,Q1,2013,0
Palau,USD,Oceania,0,Q2,2013,0
Palau,USD,Oceania,0,Q3,2013,0
Palau,USD,Oceania,0,Q4,2013,0
Palau,USD,Oceania,0,Q1,2014,0
Palau,USD,Oceania,0,Q2,2014,0
Palau,USD,Oceania,0,Q3,2014,0
Palau,USD,Oceania,0,Q4,2014,0
Palau,USD,Oceania,0,Q1,2015,0
Palau,USD,Oceania,0,Q2,2015,0
Palau,USD,Oceania,0,Q3,2015,0
Palau,USD,Oceania,0,Q4,2015,0
Palau,USD,Oceania,0,Q1,2016,0
Palau,USD,Oceania,0,Q2,2016,0
Palau,USD,Oceania,0,Q3,2016,0
Palau,USD,Oceania,0,Q4,2016,0
Palau,USD,Oceania,0,Q1,2017,0
Panama,USD,Latin America,0,Q1,2009,0
Panama,USD,Latin America,0,Q2,2009,0
Panama,USD,Latin America,0,Q3,2009,0
Panama,USD,Latin America,0,Q4,2009,0
Panama,USD,Latin America,0,Q1,2010,189563
Panama,USD,Latin America,0,Q2,2010,227450
Panama,USD,Latin America,0,Q3,2010,830543
Panama,USD,Latin America,0,Q4,2010,1855408
Panama,USD,Latin America,0,Q1,2011,4787053
Panama,USD,Latin America,0,Q2,2011,5475974
Panama,USD,Latin America,0,Q3,2011,4339012
Panama,USD,Latin America,0,Q4,2011,7674893
Panama,USD,Latin America,0,Q1,2012,3895812
Panama,USD,Latin America,0,Q2,2012,7843680
Panama,USD,Latin America,0,Q3,2012,3339645
Panama,USD,Latin America,0,Q4,2012,1665508
Panama,USD,Latin America,0,Q1,2013,1737806
Panama,USD,Latin America,0,Q2,2013,1199001
Panama,USD,Latin America,0,Q3,2013,638335
Panama,USD,Latin America,0,Q4,2013,1426226
Panama,USD,Latin America,0,Q1,2014,6579904
Panama,USD,Latin America,0,Q2,2014,9551107
Panama,USD,Latin America,0,Q3,2014,19223577
Panama,USD,Latin America,0,Q4,2014,2897138
Panama,USD,Latin America,0,Q1,2015,1107304
Panama,USD,Latin America,0,Q2,2015,1579368
Panama,USD,Latin America,0,Q3,2015,1066207
Panama,USD,Latin America,0,Q4,2015,1018891
Panama,USD,Latin America,0,Q1,2016,730700
Panama,USD,Latin America,0,Q2,2016,1037500
Panama,USD,Latin America,0,Q3,2016,2307797
Panama,USD,Latin America,0,Q4,2016,3133533
Panama,USD,Latin America,0,Q1,2017,1960638
Papua New Guinea,USD,Oceania,0,Q1,2009,0
Papua New Guinea,USD,Oceania,0,Q2,2009,0
Papua New Guinea,USD,Oceania,0,Q3,2009,0
Papua New Guinea,USD,Oceania,0,Q4,2009,0
Papua New Guinea,USD,Oceania,0,Q1,2010,0
Papua New Guinea,USD,Oceania,0,Q2,2010,0
Papua New Guinea,USD,Oceania,0,Q3,2010,0
Papua New Guinea,USD,Oceania,0,Q4,2010,0
Papua New Guinea,USD,Oceania,0,Q1,2011,0
Papua New Guinea,USD,Oceania,0,Q2,2011,0
Papua New Guinea,USD,Oceania,0,Q3,2011,0
Papua New Guinea,USD,Oceania,0,Q4,2011,0
Papua New Guinea,USD,Oceania,0,Q1,2012,0
Papua New Guinea,USD,Oceania,0,Q2,2012,0
Papua New Guinea,USD,Oceania,0,Q3,2012,0
Papua New Guinea,USD,Oceania,0,Q4,2012,0
Papua New Guinea,USD,Oceania,0,Q1,2013,0
Papua New Guinea,USD,Oceania,0,Q2,2013,0
Papua New Guinea,USD,Oceania,0,Q3,2013,0
Papua New Guinea,USD,Oceania,0,Q4,2013,0
Papua New Guinea,USD,Oceania,0,Q1,2014,0
Papua New Guinea,USD,Oceania,0,Q2,2014,0
Papua New Guinea,USD,Oceania,0,Q3,2014,0
Papua New Guinea,USD,Oceania,0,Q4,2014,0
Papua New Guinea,USD,Oceania,0,Q1,2015,0
Papua New Guinea,USD,Oceania,0,Q2,2015,101800
Papua New Guinea,USD,Oceania,0,Q3,2015,0
Papua New Guinea,USD,Oceania,0,Q4,2015,0
Papua New Guinea,USD,Oceania,0,Q1,2016,36629
Papua New Guinea,USD,Oceania,0,Q2,2016,18888
Papua New Guinea,USD,Oceania,0,Q3,2016,0
Papua New Guinea,USD,Oceania,0,Q4,2016,0
Papua New Guinea,USD,Oceania,0,Q1,2017,0
Paraguay,USD,Latin America,0,Q1,2009,0
Paraguay,USD,Latin America,0,Q2,2009,0
Paraguay,USD,Latin America,0,Q3,2009,0
Paraguay,USD,Latin America,0,Q4,2009,0
Paraguay,USD,Latin America,0,Q1,2010,0
Paraguay,USD,Latin America,0,Q2,2010,0
Paraguay,USD,Latin America,0,Q3,2010,0
Paraguay,USD,Latin America,0,Q4,2010,0
Paraguay,USD,Latin America,0,Q1,2011,0
Paraguay,USD,Latin America,0,Q2,2011,0
Paraguay,USD,Latin America,0,Q3,2011,0
Paraguay,USD,Latin America,0,Q4,2011,0
Paraguay,USD,Latin America,0,Q1,2012,92882
Paraguay,USD,Latin America,0,Q2,2012,0
Paraguay,USD,Latin America,0,Q3,2012,0
Paraguay,USD,Latin America,0,Q4,2012,0
Paraguay,USD,Latin America,0,Q1,2013,0
Paraguay,USD,Latin America,0,Q2,2013,0
Paraguay,USD,Latin America,0,Q3,2013,0
Paraguay,USD,Latin America,0,Q4,2013,0
Paraguay,USD,Latin America,0,Q1,2014,0
Paraguay,USD,Latin America,0,Q2,2014,0
Paraguay,USD,Latin America,0,Q3,2014,42396
Paraguay,USD,Latin America,0,Q4,2014,0
Paraguay,USD,Latin America,0,Q1,2015,0
Paraguay,USD,Latin America,0,Q2,2015,0
Paraguay,USD,Latin America,0,Q3,2015,0
Paraguay,USD,Latin America,0,Q4,2015,0
Paraguay,USD,Latin America,0,Q1,2016,0
Paraguay,USD,Latin America,0,Q2,2016,0
Paraguay,USD,Latin America,0,Q3,2016,0
Paraguay,USD,Latin America,0,Q4,2016,0
Paraguay,USD,Latin America,0,Q1,2017,45722
Philippines,USD,Asia,southeast asia,Q1,2009,0
Philippines,USD,Asia,southeast asia,Q2,2009,0
Philippines,USD,Asia,southeast asia,Q3,2009,0
Philippines,USD,Asia,southeast asia,Q4,2009,0
Philippines,USD,Asia,southeast asia,Q1,2010,0
Philippines,USD,Asia,southeast asia,Q2,2010,0
Philippines,USD,Asia,southeast asia,Q3,2010,0
Philippines,USD,Asia,southeast asia,Q4,2010,0
Philippines,USD,Asia,southeast asia,Q1,2011,0
Philippines,USD,Asia,southeast asia,Q2,2011,0
Philippines,USD,Asia,southeast asia,Q3,2011,0
Philippines,USD,Asia,southeast asia,Q4,2011,0
Philippines,USD,Asia,southeast asia,Q1,2012,17128
Philippines,USD,Asia,southeast asia,Q2,2012,698961
Philippines,USD,Asia,southeast asia,Q3,2012,180630
Philippines,USD,Asia,southeast asia,Q4,2012,0
Philippines,USD,Asia,southeast asia,Q1,2013,0
Philippines,USD,Asia,southeast asia,Q2,2013,0
Philippines,USD,Asia,southeast asia,Q3,2013,0
Philippines,USD,Asia,southeast asia,Q4,2013,0
Philippines,USD,Asia,southeast asia,Q1,2014,5710
Philippines,USD,Asia,southeast asia,Q2,2014,49279
Philippines,USD,Asia,southeast asia,Q3,2014,156377
Philippines,USD,Asia,southeast asia,Q4,2014,114333
Philippines,USD,Asia,southeast asia,Q1,2015,68301
Philippines,USD,Asia,southeast asia,Q2,2015,0
Philippines,USD,Asia,southeast asia,Q3,2015,0
Philippines,USD,Asia,southeast asia,Q4,2015,0
Philippines,USD,Asia,southeast asia,Q1,2016,0
Philippines,USD,Asia,southeast asia,Q2,2016,5617
Philippines,USD,Asia,southeast asia,Q3,2016,0
Philippines,USD,Asia,southeast asia,Q4,2016,0
Philippines,USD,Asia,southeast asia,Q1,2017,0
Senegal,USD,Africa,west africa,Q1,2009,0
Senegal,USD,Africa,west africa,Q2,2009,0
Senegal,USD,Africa,west africa,Q3,2009,0
Senegal,USD,Africa,west africa,Q4,2009,0
Senegal,USD,Africa,west africa,Q1,2010,0
Senegal,USD,Africa,west africa,Q2,2010,0
Senegal,USD,Africa,west africa,Q3,2010,0
Senegal,USD,Africa,west africa,Q4,2010,0
Senegal,USD,Africa,west africa,Q1,2011,0
Senegal,USD,Africa,west africa,Q2,2011,0
Senegal,USD,Africa,west africa,Q3,2011,0
Senegal,USD,Africa,west africa,Q4,2011,0
Senegal,USD,Africa,west africa,Q1,2012,0
Senegal,USD,Africa,west africa,Q2,2012,0
Senegal,USD,Africa,west africa,Q3,2012,0
Senegal,USD,Africa,west africa,Q4,2012,0
Senegal,USD,Africa,west africa,Q1,2013,0
Senegal,USD,Africa,west africa,Q2,2013,0
Senegal,USD,Africa,west africa,Q3,2013,0
Senegal,USD,Africa,west africa,Q4,2013,0
